Id,Sales
363,7275.297
364,6424.2656
365,6145.793
366,7259.6064
367,7154.783
368,5779.5186
369,9696.119
370,6662.727
371,4882.8623
372,6386.373
373,7825.041
374,8705.669
375,6412.66
376,8193.481
377,6760.296
378,6859.5586
379,8471.099
380,7413.2236
381,6360.834
382,5398.723
383,9297.232
384,9507.214
385,6243.139
386,7303.7944
387,10744.529
388,8935.874
389,7381.964
390,5549.1157
391,7287.957
392,5949.938
393,7956.406
394,8254.23
395,8346.826
396,7325.5396
397,7283.0205
398,7460.8364
399,5747.3813
400,5040.8086
401,5915.6455
402,6026.1226
403,8484.913
404,7254.141
405,11025.975
406,7800.3896
407,7344.0815
408,6398.924
409,8959.693
410,6745.1396
411,7890.4067
412,7343.792
413,9048.659
414,7705.6206
415,6637.0864
416,7697.49
417,7308.5093
418,8782.715
419,5430.666
420,5378.034
421,10303.977
422,5006.211
423,5699.554
424,6733.744
425,8180.474
426,8962.399
427,5250.155
428,7891.9126
429,5587.179
430,4752.322
431,6056.8403
432,5358.369
433,7327.45
434,19950.787
435,7319.996
436,6720.803
437,9222.034
438,5477.6694
439,6933.2583
440,6134.0347
441,4982.3896
442,6881.136
443,7771.972
444,6723.22
445,7932.6426
446,6707.7964
447,6046.641
448,8120.7617
449,8893.908
450,11178.888
451,4759.1455
452,6154.922
453,6130.2886
454,6797.798
455,10388.942
456,9044.653
457,6889.8545
458,7887.846
459,6406.146
460,5838.1787
461,8070.0293
462,9501.946
463,7234.1357
464,5974.336
465,6540.1406
466,6103.166
467,5255.5005
468,6966.855
469,8111.798
470,6552.004
471,6497.119
472,6178.358
473,7452.1797
474,7476.911
475,8626.745
476,8423.987
477,6573.433
478,7661.6147
479,8800.407
480,-1554.4008
481,6457.295
482,7546.492
483,5615.5283
484,7118.2725
485,6379.3535
486,5782.384
487,6536.7373
488,6055.4
489,7053.564
490,7630.8594
491,8357.332
492,6159.9316
493,5648.337
494,8659.697
495,8560.444
496,7241.0303
497,6074.8726
498,8564.656
499,9454.224
500,6180.715
501,5792.1606
502,5405.3564
503,6323.8413
504,4790.2163
505,6544.7354
506,4477.124
507,6839.288
508,6559.6807
509,5998.007
510,6115.597
511,7960.164
512,7416.4253
513,5275.4517
514,10054.886
515,6133.9395
516,7919.5127
517,6738.2583
518,7160.155
519,7919.276
520,8025.6685
521,7437.8306
522,6148.097
523,13580.701
524,7845.3975
525,6933.571
526,6234.4263
527,5117.642
528,6369.6016
529,7045.309
530,6960.9126
531,5932.845
532,6398.0874
533,7143.348
534,7562.0215
535,6847.8877
536,8488.604
537,5766.236
538,8151.883
539,7522.186
540,7894.497
541,9208.037
542,4873.4043
543,5420.204
544,-786.29236
545,5773.8706
546,5985.3267
547,7375.4146
548,5220.4927
549,8035.4453
550,4459.5474
551,8025.018
552,5461.1934
553,5285.154
554,6926.141
555,7895.16
556,6517.4844
557,8844.184
558,7577.415
559,6468.878
560,6872.1553
561,7717.2314
562,6894.9277
563,7418.7734
564,6596.0347
565,10851.026
566,8791.598
567,6255.389
568,18732.863
569,6704.146
570,5862.0166
571,5311.503
572,8252.517
573,8604.043
574,7868.6323
575,7884.4683
576,7221.3687
577,6600.6606
578,6903.042
579,5041.133
580,4936.4336
581,6536.6274
582,5633.0786
583,5022.3135
584,8125.6396
585,13787.089
586,6449.232
587,6738.5806
588,7791.1094
589,5282.2085
590,7523.701
591,3802.192
592,8228.735
593,7568.1953
594,7706.033
595,8143.0605
596,13729.649
597,11057.443
598,5391.3765
599,5801.391
600,6455.7373
601,8530.814
602,6549.685
603,6199.1196
604,6240.409
605,5815.8945
606,5757.8247
607,6229.14
608,8056.0615
609,4865.0674
610,8005.2344
611,9139.835
612,7666.9844
613,7255.0757
614,6074.3726
615,8306.249
616,4814.9316
617,6920.016
618,6882.9565
619,5433.494
620,9213.55
621,5693.869
622,5055.946
623,5573.9873
624,7105.249
625,8600.8955
626,7465.772
627,7992.5674
628,6586.935
629,6001.4165
630,7452.5254
631,6201.6494
632,6006.0
633,8290.252
634,11800.206
635,8921.355
636,8312.975
637,6441.7095
638,6024.6807
639,4896.647
640,6891.5024
641,8033.349
642,7733.9756
643,7207.54
644,5394.7305
645,4213.8047
646,6190.728
647,9238.87
648,5182.25
649,6328.0405
650,10032.756
651,6780.041
652,6804.594
653,6801.6475
654,6405.877
655,7001.5464
656,6604.065
657,6861.7793
658,5747.926
659,7154.7285
660,9246.8545
661,5021.155
662,8202.667
663,6111.3804
664,5495.4
665,9699.262
666,9440.772
667,5169.4824
668,5677.343
669,7236.0635
670,6307.348
671,8446.969
672,6965.646
673,7455.897
674,6895.8203
675,5705.292
676,6452.2686
677,-772.4452
678,7582.927
679,5506.6714
680,8546.34
681,7978.3857
682,6417.0063
683,4960.394
684,7100.502
685,6709.4756
686,6552.3574
687,7069.0273
688,11394.3545
689,8129.0557
690,5553.969
691,7869.289
692,8000.248
693,4524.322
694,3988.7136
695,8015.1323
696,6226.629
697,8337.093
698,8975.903
699,8397.572
700,8246.788
701,9203.109
702,4867.443
703,11650.425
704,7703.929
705,8664.459
706,6771.832
707,9187.075
708,7862.507
709,5690.9526
710,8924.691
711,5951.7095
712,6549.93
713,6784.707
714,6068.114
715,6730.427
716,8985.309
717,6814.6753
718,7705.3257
719,6781.1177
720,6843.9365
721,3429.9055
722,8744.086
723,8243.6
724,6789.573
725,7139.1934
726,6265.343
727,6633.495
728,6200.555
729,6369.285
730,6386.214
731,6665.657
732,8180.9604
733,4655.266
734,5266.1772
735,7672.328
736,8891.418
737,7606.8115
738,8064.159
739,7917.829
740,8188.307
741,6662.537
742,5021.9194
743,7384.479
744,6547.396
745,6921.3584
746,8112.1895
747,10035.786
748,6697.418
749,8060.511
750,3971.8806
751,6172.413
752,7592.401
753,7042.807
754,7934.847
755,7834.625
756,5122.972
757,7460.396
758,8373.22
759,6555.3926
760,10017.379
761,5827.902
762,5948.548
763,5655.989
764,7164.5767
765,7560.539
766,3859.7224
767,6186.4316
768,3844.7874
769,10290.145
770,6553.272
771,5676.6655
772,7571.806
773,5285.136
774,7835.6
775,5297.9243
776,9340.686
777,6127.937
778,6282.877
779,5943.1997
780,10879.378
781,5502.7817
782,7041.418
783,8891.963
784,8019.599
785,10185.504
786,6816.8013
787,5729.0767
788,9569.774
789,11659.869
790,5636.507
791,6520.0293
792,6197.832
793,11121.747
794,6112.9023
795,8433.07
796,8188.8027
797,7048.78
798,4554.4907
799,7556.0566
800,10885.782
801,5589.2065
802,6761.378
803,5536.4253
804,7147.755
805,8049.9565
806,7929.8486
807,7774.7505
808,7071.5806
809,6302.4355
810,6490.929
811,10631.825
812,8548.717
813,8149.522
814,6499.0254
815,7154.3013
816,8264.976
817,11409.044
818,5103.9634
819,8317.145
820,7903.8276
821,4804.519
822,7183.9546
823,6400.013
824,5613.84
825,9905.011
826,4250.9985
827,4467.36
828,7886.6953
829,8893.926
830,5390.5933
831,4869.78
832,7403.963
833,6312.549
834,6195.697
835,5233.672
836,9191.854
837,8144.0103
838,7865.39
839,5896.4775
840,5846.3936
841,2279.4968
842,8331.141
843,7121.9746
844,7358.178
845,6211.3335
846,5542.0015
847,5482.671
848,5492.494
849,7163.598
850,5559.3955
851,7552.8677
852,6044.9395
853,9260.591
854,8202.918
855,11570.498
856,5834.9917
857,6344.2705
858,7826.842
859,9112.2
860,6570.5254
861,6255.5522
862,5391.593
863,6435.7993
864,8248.233
865,5933.7275
866,5408.894
867,7813.269
868,7090.2715
869,6880.326
870,7707.071
871,6032.4756
872,5043.1387
873,6020.425
874,8402.618
875,7811.667
876,7681.9316
877,6476.7856
878,6687.835
879,5772.9023
880,3969.7883
881,7060.1543
882,8395.705
883,8471.059
884,5391.486
885,4905.464
886,6491.568
887,6708.807
888,9808.107
889,6583.026
890,5283.568
891,4910.5264
892,7652.053
893,5279.8486
894,6671.0024
895,5310.0254
896,6637.668
897,9193.704
898,5439.1934
899,6959.0327
900,6662.1206
901,6118.353
902,5695.5376
903,6789.2314
904,10804.599
905,6456.02
906,8466.938
907,8507.631
908,9759.126
909,5497.88
910,9718.336
911,5779.202
912,7509.0405
913,6644.294
914,6045.2744
915,8482.755
916,9485.955
917,5649.672
918,7561.2295
919,5078.356
920,8981.025
921,5734.585
922,10330.591
923,5423.394
924,5509.4434
925,7008.333
926,5939.431
927,7102.045
928,6586.5938
929,8085.5225
930,4415.0415
931,5645.793
932,6384.0024
933,6317.4854
934,7662.8003
935,5269.437
936,5888.3545
937,8842.903
938,8486.68
939,4922.914
940,7578.649
941,6057.7983
942,6210.9136
943,8491.756
944,5520.6885
945,7574.1694
946,6943.4116
947,7385.1987
948,6916.731
949,5289.682
950,6072.0254
951,5018.16
952,6682.476
953,6739.5063
954,5926.584
955,6200.6143
956,6549.8374
957,7275.7188
958,6519.0747
959,5797.2896
960,6387.931
961,7274.994
962,6525.5615
963,6278.869
964,4610.5913
965,8448.683
966,7077.2876
967,6748.7847
968,7561.94
969,5659.3574
970,9453.979
971,6350.181
972,7378.5864
973,8465.142
974,6363.6484
975,8999.7705
976,8819.906
977,5900.9536
978,5881.211
979,7182.769
980,7653.2544
981,5844.283
982,5072.209
983,7066.7285
984,8299.859
985,6087.064
986,5381.2207
987,6369.6074
988,6606.956
989,6943.323
990,5918.8022
991,6388.894
992,12450.708
993,7121.554
994,6512.2227
995,6187.037
996,8385.422
997,6273.3325
998,5192.1685
999,8544.504
1000,6277.482
1001,7503.7334
1002,5394.0835
1003,5540.777
1004,8344.606
1005,6937.521
1006,8480.97
1007,13065.511
1008,7020.8228
1009,6880.572
1010,5876.344
1011,5337.561
1012,5866.8403
1013,5906.6987
1014,7645.123
1015,7846.567
1016,7268.785
1017,3959.9924
1018,8118.869
1019,7645.1465
1020,7357.599
1021,5996.269
1022,6915.155
1023,5897.9775
1024,7374.9272
1025,4298.115
1026,6327.93
1027,6301.4824
1028,6343.597
1029,7013.909
1030,6692.5566
1031,7385.8647
1032,9338.291
1033,6241.0103
1034,6146.98
1035,6737.3174
1036,8482.263
1037,5009.051
1038,7964.2573
1039,5562.3384
1040,5563.6377
1041,6385.481
1042,8736.895
1043,3896.2935
1044,11396.164
1045,6837.6475
1046,7916.481
1047,8527.287
1048,6512.9404
1049,7198.3486
1050,13255.463
1051,9484.68
1052,7917.8013
1053,3680.7332
1054,6042.737
1055,7709.4917
1056,7037.92
1057,14822.178
1058,17658.268
1059,6733.996
1060,6635.121
1061,7867.2617
1062,3648.323
1063,9439.161
1064,6184.6733
1065,7644.576
1066,4491.083
1067,7151.0693
1068,7185.272
1069,8662.728
1070,6932.446
1071,5422.545
1072,6267.65
1073,5236.7295
1074,6040.3325
1075,6945.5664
1076,7753.4336
1077,6075.037
1078,5386.3374
1079,5815.614
1080,5660.053
1081,6174.4526
1082,7194.587
1083,5790.29
1084,7938.1357
1085,6465.7676
1086,6801.928
1087,7636.5815
1088,6451.3525
1089,6812.9814
1090,6709.2725
1091,5910.6343
1092,5682.0664
1093,10247.633
1094,6606.9653
1095,6490.5303
1096,9754.705
1097,6289.442
1098,5541.121
1099,5532.0454
1100,7808.5566
1101,5091.2407
1102,8151.1885
1103,11825.261
1104,7270.019
1105,6623.1313
1106,6289.766
1107,6671.1035
1108,5981.27
1109,5902.4717
1110,7389.963
1111,7318.2417
1112,7045.7427
1113,17750.828
1114,8953.664
1115,6432.23
1116,6096.8965
1117,6517.32
1118,7460.284
1119,7426.6274
1120,11573.222
1121,8206.196
1122,7561.81
1123,6277.7812
1124,7429.84
1125,5914.986
1126,8147.3867
1127,7201.8867
1128,7524.5063
1129,7252.51
1130,7989.0464
1131,8051.684
1132,9704.2295
1133,5492.4766
1134,5552.3486
1135,7382.9946
1136,7870.831
1137,4759.179
1138,6263.5024
1139,7309.0405
1140,8574.665
1141,6126.254
1142,7116.7485
1143,6398.5215
1144,6744.2437
1145,7619.8706
1146,8557.062
1147,9608.411
1148,7766.6094
1149,7634.921
1150,12567.217
1151,7006.6255
1152,7732.1724
1153,7296.4326
1154,6662.471
1155,9616.005
1156,7285.2017
1157,6631.12
1158,5338.48
1159,7024.9487
1160,4023.141
1161,6384.3833
1162,5808.8203
1163,6010.5522
1164,7258.251
1165,6906.9
1166,7666.3975
1167,6905.8716
1168,7087.817
1169,6584.1123
1170,6081.773
1171,6527.416
1172,8752.537
1173,7240.4277
1174,10471.777
1175,6154.4663
1176,6554.1816
1177,8464.694
1178,7520.5537
1179,6605.6055
1180,6043.127
1181,7526.414
1182,7388.535
1183,6686.2266
1184,5730.543
1185,6325.788
1186,7923.464
1187,5767.735
1188,7282.686
1189,7122.699
1190,7867.681
1191,8909.733
1192,6803.459
1193,8282.837
1194,6228.3154
1195,5963.8726
1196,7963.588
1197,6959.4463
1198,6188.6245
1199,7076.1934
1200,9753.724
1201,9291.457
1202,10116.472
1203,9392.089
1204,7215.1274
1205,6113.376
1206,9943.382
1207,6876.2607
1208,11891.543
1209,9077.106
1210,6920.511
1211,10144.108
1212,6281.2866
1213,6545.1104
1214,6781.895
1215,7488.4414
1216,10433.743
1217,5715.9614
1218,11786.017
1219,7109.4395
1220,6059.663
1221,6057.2876
1222,7254.801
1223,6908.7646
1224,5424.941
1225,9590.788
1226,6341.5483
1227,4903.094
1228,6069.346
1229,7614.339
1230,8697.712
1231,6051.1875
1232,8161.7637
1233,6423.7954
1234,6654.419
1235,8274.964
1236,7481.991
1237,6270.3623
1238,4838.7666
1239,9217.908
1240,9495.998
1241,5995.065
1242,7431.078
1243,10958.523
1244,8982.603
1245,7253.931
1246,5517.597
1247,7057.5864
1248,5937.538
1249,7564.425
1250,7963.019
1251,7951.845
1252,7174.4404
1253,7246.484
1254,7025.9375
1255,5509.3706
1256,4799.5347
1257,5670.3076
1258,5504.7466
1259,8665.631
1260,6868.226
1261,11241.574
1262,7341.999
1263,7205.898
1264,6160.064
1265,8851.391
1266,6485.0376
1267,7705.2393
1268,7354.3228
1269,8948.468
1270,7764.9956
1271,6558.051
1272,7694.86
1273,7205.924
1274,8637.577
1275,5453.0186
1276,5179.22
1277,10357.176
1278,4493.772
1279,5299.2603
1280,6508.5117
1281,7812.52
1282,8877.246
1283,5224.5933
1284,7715.013
1285,5337.3833
1286,4400.8643
1287,5959.2505
1288,5316.5786
1289,7095.629
1290,19897.658
1291,7361.62
1292,6353.1787
1293,9071.69
1294,5469.3486
1295,6842.0874
1296,5719.044
1297,4993.916
1298,6663.1113
1299,7461.7983
1300,6856.8564
1301,7678.218
1302,6718.817
1303,5861.1465
1304,7794.293
1305,8710.26
1306,10961.532
1307,4754.663
1308,6056.765
1309,5972.1665
1310,6424.2114
1311,10320.578
1312,8787.487
1313,6445.6255
1314,7875.9155
1315,6005.2764
1316,5704.549
1317,8074.505
1318,9681.224
1319,7360.9087
1320,5929.856
1321,6247.417
1322,5672.0146
1323,5268.2646
1324,6985.2295
1325,7814.1655
1326,6096.8623
1327,6407.5063
1328,6140.821
1329,7147.7783
1330,7246.723
1331,8490.832
1332,8001.8833
1333,6524.0713
1334,7487.7344
1335,8810.558
1336,-1849.8666
1337,6484.1367
1338,7372.8896
1339,5601.8047
1340,6838.67
1341,6120.1895
1342,5543.342
1343,6325.843
1344,6019.8423
1345,6686.46
1346,7588.1196
1347,8039.8364
1348,5847.833
1349,5659.177
1350,8224.345
1351,8500.562
1352,6920.5815
1353,6101.6123
1354,8435.443
1355,9574.797
1356,6187.999
1357,5516.3594
1358,5448.691
1359,6232.0376
1360,4431.2954
1361,6271.1235
1362,4133.936
1363,6641.365
1364,6403.5786
1365,5651.601
1366,6201.067
1367,7575.973
1368,7206.1333
1369,5014.6313
1370,10276.972
1371,5944.1655
1372,7513.739
1373,6547.1934
1374,7209.491
1375,7793.2246
1376,7702.0684
1377,7538.102
1378,6200.3823
1379,13273.46
1380,7642.324
1381,6786.478
1382,6168.1484
1383,5040.2266
1384,6119.4316
1385,7167.986
1386,6516.13
1387,5617.9795
1388,6307.311
1389,6980.1597
1390,7572.3975
1391,6770.3013
1392,8423.088
1393,5776.4272
1394,7895.7314
1395,7437.0547
1396,7998.87
1397,9186.002
1398,4529.119
1399,5393.3213
1400,-1079.4906
1401,5827.2725
1402,5647.3613
1403,7187.9434
1404,4959.7354
1405,7868.029
1406,4402.405
1407,8006.869
1408,5016.7163
1409,4953.0327
1410,6796.5903
1411,7918.55
1412,6154.2266
1413,9058.527
1414,7494.6523
1415,6385.578
1416,6430.923
1417,7262.4287
1418,6478.6177
1419,7409.265
1420,6387.7856
1421,10603.32
1422,9052.158
1423,6442.089
1424,18467.178
1425,6768.2124
1426,5696.779
1427,5323.4224
1428,7800.731
1429,8332.253
1430,7555.664
1431,7456.3623
1432,6772.2925
1433,6689.961
1434,6643.0933
1435,4693.9
1436,4950.7383
1437,6168.114
1438,5647.45
1439,4986.803
1440,7967.424
1441,13808.271
1442,6182.8716
1443,6725.645
1444,7949.1323
1445,4973.7344
1446,7243.9688
1447,3816.4326
1448,8623.787
1449,7124.898
1450,7532.964
1451,7982.732
1452,13409.571
1453,10852.028
1454,5534.2173
1455,5344.0913
1456,6374.5903
1457,8383.528
1458,6141.5337
1459,6070.676
1460,5763.9854
1461,5805.346
1462,5531.9194
1463,6283.8013
1464,7816.47
1465,4674.445
1466,7637.806
1467,9238.3
1468,7530.052
1469,7002.855
1470,5976.3354
1471,8164.27
1472,4828.8433
1473,6651.427
1474,6644.389
1475,5147.71
1476,9214.771
1477,5516.527
1478,4865.5137
1479,5371.97
1480,7060.0034
1481,8658.488
1482,7617.5366
1483,7601.817
1484,6615.5464
1485,6032.918
1486,7413.8506
1487,6040.2773
1488,5908.2065
1489,8160.6235
1490,11817.679
1491,8879.956
1492,8290.662
1493,6568.1445
1494,5995.232
1495,4655.703
1496,6836.735
1497,8088.311
1498,7727.219
1499,7000.6836
1500,5461.2188
1501,4109.4346
1502,6226.8887
1503,8979.345
1504,5202.637
1505,6027.5205
1506,10124.632
1507,6617.613
1508,6730.4907
1509,6654.8003
1510,6119.7896
1511,6940.709
1512,6517.97
1513,6964.665
1514,5747.171
1515,7192.92
1516,9283.399
1517,5029.775
1518,8217.465
1519,5828.7256
1520,5367.1646
1521,9689.101
1522,9481.868
1523,5189.736
1524,5205.51
1525,7074.2876
1526,5954.041
1527,8181.21
1528,6512.157
1529,7391.0757
1530,6879.726
1531,5440.5337
1532,6540.34
1533,-704.73035
1534,7313.6685
1535,5474.7974
1536,8574.692
1537,8049.9233
1538,5927.963
1539,4956.5845
1540,7044.0347
1541,6661.7935
1542,6281.028
1543,7129.187
1544,11446.648
1545,8235.956
1546,5553.539
1547,7605.967
1548,7816.5347
1549,4254.447
1550,3913.5598
1551,7778.7124
1552,6214.873
1553,7899.494
1554,8766.29
1555,8471.716
1556,8318.062
1557,8958.191
1558,4885.376
1559,11664.746
1560,7616.4893
1561,8436.572
1562,6699.1997
1563,8956.892
1564,7628.393
1565,5692.23
1566,9082.457
1567,5975.8726
1568,6498.4775
1569,6493.635
1570,6104.9297
1571,6627.7104
1572,8603.102
1573,6748.127
1574,7540.4507
1575,6579.323
1576,6771.294
1577,3276.4006
1578,9084.884
1579,8236.838
1580,6812.424
1581,7134.916
1582,6094.567
1583,6689.933
1584,5985.4824
1585,6425.137
1586,6014.0854
1587,6274.0835
1588,8063.8057
1589,4558.3027
1590,5279.287
1591,7718.5933
1592,8542.193
1593,7677.7974
1594,8003.138
1595,7509.408
1596,8263.985
1597,6529.668
1598,5037.4805
1599,7294.002
1600,6080.7764
1601,6875.51
1602,8224.588
1603,9810.294
1604,6693.719
1605,8008.0063
1606,3816.4153
1607,6231.6826
1608,7423.4136
1609,6998.5913
1610,7976.3506
1611,7855.6606
1612,5135.4985
1613,7529.047
1614,8445.736
1615,6470.2686
1616,9928.754
1617,5854.713
1618,5961.158
1619,5676.667
1620,7126.854
1621,7640.7715
1622,3811.974
1623,5961.4204
1624,3809.8193
1625,10252.155
1626,6612.779
1627,5386.111
1628,7613.7725
1629,5016.163
1630,7627.658
1631,5302.27
1632,9053.419
1633,6036.8003
1634,6053.1177
1635,5940.303
1636,10950.813
1637,5158.01
1638,6886.5093
1639,8634.87
1640,8093.6387
1641,9967.507
1642,6566.003
1643,5748.863
1644,9690.042
1645,11580.423
1646,5775.5967
1647,6299.848
1648,5910.3037
1649,10915.583
1650,5900.505
1651,8371.146
1652,8302.532
1653,7029.9775
1654,4610.081
1655,7553.2246
1656,11045.764
1657,5634.0317
1658,6658.7764
1659,5548.032
1660,6754.007
1661,8039.666
1662,7928.1597
1663,7859.9575
1664,7211.495
1665,6085.2993
1666,6144.989
1667,10652.991
1668,8451.032
1669,8164.0576
1670,6025.165
1671,7055.0586
1672,8025.692
1673,11208.687
1674,5146.081
1675,8377.491
1676,7502.989
1677,4422.4805
1678,6949.5
1679,6414.9614
1680,5506.5845
1681,9933.433
1682,4150.1206
1683,4525.0938
1684,7836.237
1685,9253.937
1686,5454.2783
1687,4451.725
1688,7528.0864
1689,6368.832
1690,5878.98
1691,5284.589
1692,8960.798
1693,7976.8677
1694,7942.3364
1695,5682.5576
1696,5783.425
1697,2146.6782
1698,8249.666
1699,7241.7305
1700,6927.7437
1701,6263.0083
1702,5274.773
1703,5195.4785
1704,5408.5747
1705,7123.4336
1706,5569.8257
1707,7567.1123
1708,6108.4736
1709,9032.735
1710,8000.572
1711,11366.597
1712,5533.4106
1713,7038.6064
1714,8655.265
1715,9917.63
1716,7411.633
1717,7138.8486
1718,6198.712
1719,7140.676
1720,9065.893
1721,6754.036
1722,6228.613
1723,8572.047
1724,7947.389
1725,7617.4565
1726,8551.785
1727,6590.2676
1728,5907.026
1729,6959.939
1730,9229.847
1731,8405.205
1732,8532.546
1733,7272.992
1734,7471.153
1735,6513.897
1736,4769.761
1737,7957.8647
1738,9131.722
1739,9279.353
1740,6312.675
1741,5739.599
1742,7333.305
1743,7459.599
1744,10701.134
1745,7343.316
1746,6002.885
1747,5623.273
1748,8501.274
1749,6071.7427
1750,7371.481
1751,6187.402
1752,7391.9785
1753,10121.608
1754,6099.656
1755,7574.2188
1756,7469.9727
1757,6836.511
1758,6519.122
1759,7289.2637
1760,11554.366
1761,7170.761
1762,9388.288
1763,9324.643
1764,10521.497
1765,6107.5093
1766,10486.489
1767,6636.3086
1768,8412.599
1769,7441.566
1770,6750.788
1771,9224.3955
1772,10391.549
1773,6485.254
1774,8355.526
1775,5865.6987
1776,9937.968
1777,6564.363
1778,11181.265
1779,6273.357
