,Member_number,Date,itemDescription,Sales,Year
100,2932,2015-03-20,sausage,26.82,2015
101,1711,2015-06-18,frankfurter,5.22,2015
102,4291,2015-08-12,sausage,4.47,2015
103,1143,2015-04-25,soda,16.8,2015
104,4564,2015-08-07,rolls/buns,7.199999999999999,2015
105,3337,2015-05-14,beef,40.46,2015
106,4931,2015-04-05,whole milk,8.64,2015
107,2623,2015-10-10,processed cheese,9.2,2015
108,4581,2015-03-04,tropical fruit,7.95,2015
109,2635,2015-11-06,frankfurter,36.54,2015
110,1095,2015-10-30,packaged fruit/vegetables,17.08,2015
111,2990,2015-05-23,whole milk,12.96,2015
112,2426,2015-05-06,berries,48.370000000000005,2015
113,4555,2015-07-11,citrus fruit,8.0,2015
114,3635,2015-04-09,tropical fruit,4.7700000000000005,2015
115,3058,2015-05-18,hamburger meat,4.9,2015
116,4391,2015-03-26,hamburger meat,4.9,2015
117,1306,2015-06-23,whole milk,4.32,2015
118,1024,2015-10-08,fish,4.54,2015
119,1295,2015-07-23,frankfurter,31.32,2015
120,1661,2015-01-06,packaged fruit/vegetables,14.64,2015
121,4591,2015-05-15,pastry,10.17,2015
122,3169,2015-06-14,other vegetables,27.599999999999998,2015
123,3915,2015-05-21,misc. beverages,11.0,2015
124,1127,2015-01-14,frankfurter,5.22,2015
125,4828,2015-08-08,sparkling wine,111.6,2015
126,3683,2015-10-06,specialty bar,74.0,2015
127,1971,2015-09-18,sausage,4.47,2015
128,3014,2015-11-11,curd cheese,10.44,2015
129,3779,2015-09-15,frankfurter,36.54,2015
130,2489,2015-04-05,whole milk,25.92,2015
131,3564,2015-06-27,newspapers,3.0,2015
132,4092,2015-09-30,berries,20.73,2015
133,3221,2015-01-13,curd,12.600000000000001,2015
134,1279,2015-06-09,tropical fruit,6.36,2015
135,2581,2015-08-22,soda,29.400000000000002,2015
136,2295,2015-02-25,rolls/buns,3.5999999999999996,2015
137,4760,2015-02-22,canned beer,8.55,2015
138,3649,2015-01-16,canned beer,17.1,2015
139,1075,2015-11-19,frankfurter,10.44,2015
140,3987,2015-08-19,other vegetables,27.599999999999998,2015
141,4106,2015-08-25,whole milk,12.96,2015
142,4338,2015-06-24,whole milk,21.6,2015
143,4166,2015-06-11,citrus fruit,8.0,2015
144,1211,2015-10-03,frankfurter,15.66,2015
145,3954,2015-01-21,frankfurter,5.22,2015
146,3928,2015-07-18,butter milk,7.32,2015
147,3827,2015-09-30,hamburger meat,24.5,2015
148,4699,2015-08-02,pasta,4.199999999999999,2015
149,4747,2015-08-06,other vegetables,27.599999999999998,2015
150,3028,2015-09-06,sausage,31.29,2015
151,2851,2015-03-16,rolls/buns,2.4,2015
152,4417,2015-02-25,grapes,7.32,2015
153,3822,2015-07-03,root vegetables,2.99,2015
154,2288,2015-05-31,coffee,10.8,2015
155,2184,2015-06-30,popcorn,12.0,2015
156,4554,2015-08-27,whole milk,21.6,2015
157,3361,2015-05-03,tropical fruit,7.95,2015
158,2999,2015-04-17,beef,5.78,2015
159,2614,2015-06-25,whole milk,4.32,2015
160,4064,2015-05-06,frankfurter,31.32,2015
161,3567,2015-04-10,tropical fruit,9.540000000000001,2015
162,2587,2015-07-05,canned beer,14.25,2015
163,3783,2015-06-17,finished products,21.32,2015
164,1923,2015-02-14,beverages,1.03,2015
165,4835,2015-02-19,hamburger meat,34.300000000000004,2015
166,1514,2015-08-24,whole milk,21.6,2015
167,3154,2015-06-22,finished products,5.33,2015
168,1313,2015-12-25,other vegetables,27.599999999999998,2015
169,2794,2015-07-18,ham,19.040000000000003,2015
170,2359,2015-09-04,other vegetables,23.0,2015
171,2238,2015-09-03,curd,4.2,2015
172,3795,2015-01-17,bottled beer,60.0,2015
173,3724,2015-11-26,curd,12.600000000000001,2015
174,1152,2015-05-03,whole milk,25.92,2015
175,4559,2015-03-16,whole milk,21.6,2015
176,3922,2015-02-27,dessert,10.219999999999999,2015
177,1709,2015-04-22,sausage,4.47,2015
178,2219,2015-04-17,other vegetables,4.6,2015
179,2206,2015-10-17,ham,19.040000000000003,2015
180,1752,2015-06-04,other vegetables,18.4,2015
181,3942,2015-10-11,other vegetables,32.199999999999996,2015
182,3296,2015-08-17,soda,12.600000000000001,2015
183,2257,2015-05-02,herbs,18.0,2015
184,4313,2015-07-28,frankfurter,10.44,2015
185,2001,2015-08-21,rolls/buns,2.4,2015
186,2449,2015-08-07,curd,10.5,2015
187,4914,2015-12-04,frankfurter,5.22,2015
188,2764,2015-07-24,other vegetables,32.199999999999996,2015
189,4187,2015-09-05,dog food,40.0,2015
190,1392,2015-04-20,specialty bar,74.0,2015
191,3427,2015-04-28,curd,12.600000000000001,2015
192,1411,2015-02-20,frankfurter,10.44,2015
193,3390,2015-11-14,soda,8.4,2015
194,4787,2015-01-08,beef,11.56,2015
195,3310,2015-01-17,canned beer,17.1,2015
196,1782,2015-10-10,pork,8.370000000000001,2015
197,3375,2015-04-26,frankfurter,20.88,2015
198,2760,2015-07-01,sausage,22.349999999999998,2015
199,4249,2015-09-13,canned beer,2.85,2015
200,2904,2015-06-06,specialty chocolate,12.6,2015
201,4090,2015-02-26,curd,6.300000000000001,2015
202,3060,2015-05-07,canned beer,14.25,2015
203,3768,2015-07-10,whole milk,4.32,2015
204,1232,2015-01-21,rolls/buns,6.0,2015
205,1360,2015-10-23,pork,2.79,2015
206,1107,2015-01-10,citrus fruit,6.4,2015
207,2865,2015-04-11,pot plants,30.0,2015
208,2958,2015-06-14,rolls/buns,6.0,2015
209,2448,2015-12-07,butter,9.540000000000001,2015
210,1222,2015-09-24,condensed milk,2.8,2015
211,2943,2015-06-20,sausage,8.94,2015
212,2270,2015-11-08,whole milk,30.240000000000002,2015
213,3812,2015-07-21,sausage,13.41,2015
214,1482,2015-11-22,beverages,7.21,2015
215,4720,2015-02-22,beverages,3.09,2015
216,1344,2015-04-09,bottled water,6.3,2015
217,2397,2015-04-10,newspapers,7.0,2015
218,4182,2015-12-05,cleaner,120.0,2015
219,4487,2015-10-07,sausage,13.41,2015
220,3467,2015-12-24,newspapers,3.0,2015
221,2443,2015-11-15,sausage,26.82,2015
222,2749,2015-01-27,misc. beverages,38.5,2015
223,4389,2015-04-13,white wine,84.0,2015
224,1674,2015-04-12,sausage,8.94,2015
225,4262,2015-10-16,meat,40.0,2015
226,2082,2015-07-04,frankfurter,36.54,2015
227,4494,2015-06-01,ice cream,23.75,2015
228,2460,2015-09-28,canned beer,8.55,2015
229,4509,2015-11-29,tropical fruit,6.36,2015
230,2267,2015-03-07,meat,40.0,2015
231,4891,2015-05-09,whole milk,12.96,2015
232,3962,2015-09-20,sausage,17.88,2015
233,4964,2015-07-18,frankfurter,10.44,2015
234,2914,2015-11-30,meat,20.0,2015
235,2808,2015-05-05,root vegetables,14.950000000000001,2015
236,1085,2015-08-15,root vegetables,5.98,2015
237,3808,2015-08-18,whole milk,12.96,2015
238,4149,2015-07-01,citrus fruit,6.4,2015
239,2331,2015-05-06,citrus fruit,1.6,2015
240,4475,2015-03-04,other vegetables,13.799999999999999,2015
241,2761,2015-04-25,citrus fruit,11.200000000000001,2015
242,2620,2015-12-14,sausage,17.88,2015
243,3206,2015-10-13,frankfurter,10.44,2015
244,1226,2015-04-13,hard cheese,41.300000000000004,2015
245,1395,2015-07-03,cream cheese ,3.0,2015
246,2465,2015-07-06,turkey,40.0,2015
247,3572,2015-09-07,pork,2.79,2015
248,4387,2015-08-05,whole milk,17.28,2015
249,1555,2015-03-27,rolls/buns,7.199999999999999,2015
250,1181,2015-11-16,sausage,31.29,2015
251,2814,2015-11-05,ice cream,23.75,2015
252,2794,2015-09-16,liquor,35.7,2015
253,2912,2015-01-28,pip fruit,2.56,2015
254,4667,2015-12-01,root vegetables,17.94,2015
255,2235,2015-10-25,soda,29.400000000000002,2015
256,2353,2015-02-05,soda,29.400000000000002,2015
257,3449,2015-08-03,sausage,4.47,2015
258,1058,2015-10-11,root vegetables,14.950000000000001,2015
259,1027,2015-05-17,pork,13.95,2015
260,3302,2015-05-22,pork,13.95,2015
261,2229,2015-05-30,chocolate,15.27,2015
262,2188,2015-08-15,fruit/vegetable juice,11.05,2015
263,1547,2015-04-18,pickled vegetables,1.26,2015
264,1649,2015-06-30,bottled water,5.04,2015
265,3254,2015-10-09,frankfurter,5.22,2015
266,2818,2015-07-11,tropical fruit,7.95,2015
267,2703,2015-08-05,canned beer,8.55,2015
268,3332,2015-01-31,root vegetables,14.950000000000001,2015
269,2473,2015-01-07,meat,40.0,2015
270,2810,2015-12-30,frankfurter,26.099999999999998,2015
271,1033,2015-04-22,tropical fruit,6.36,2015
272,4222,2015-05-27,tropical fruit,6.36,2015
273,3679,2015-09-21,citrus fruit,9.600000000000001,2015
274,2212,2015-08-27,hamburger meat,34.300000000000004,2015
275,1507,2015-06-22,chicken,4.32,2015
276,2870,2015-01-21,chicken,8.64,2015
277,3429,2015-04-26,frankfurter,10.44,2015
278,4148,2015-09-04,canned beer,8.55,2015
279,2970,2015-12-30,turkey,20.0,2015
280,2013,2015-08-30,packaged fruit/vegetables,2.44,2015
281,3967,2015-05-30,pasta,2.8,2015
282,2885,2015-05-15,citrus fruit,9.600000000000001,2015
283,3935,2015-02-07,sausage,8.94,2015
284,3283,2015-01-05,whole milk,12.96,2015
285,3268,2015-06-11,canned beer,17.1,2015
286,3677,2015-04-30,citrus fruit,9.600000000000001,2015
287,3495,2015-06-27,liquor (appetizer),60.0,2015
288,1410,2015-04-10,citrus fruit,6.4,2015
289,2440,2015-06-06,sausage,22.349999999999998,2015
290,4088,2015-01-13,chicken,17.28,2015
291,2469,2015-09-23,hamburger meat,14.700000000000001,2015
292,4229,2015-06-03,sausage,26.82,2015
293,2728,2015-02-08,beef,17.34,2015
294,4694,2015-01-25,citrus fruit,6.4,2015
295,2836,2015-12-29,UHT-milk,48.0,2015
296,1311,2015-12-02,candy,6.6000000000000005,2015
297,1760,2015-01-23,newspapers,3.0,2015
298,3656,2015-02-03,beef,11.56,2015
299,3720,2015-05-28,sausage,26.82,2015
300,2996,2015-09-26,frankfurter,20.88,2015
301,1949,2015-07-22,canned beer,17.1,2015
302,4498,2015-11-02,bottled beer,60.0,2015
303,2447,2015-12-28,onions,5.02,2015
304,1952,2015-03-23,tropical fruit,11.13,2015
305,4099,2015-01-27,bottled water,8.82,2015
306,1804,2015-12-03,beef,17.34,2015
307,1510,2015-05-16,sausage,17.88,2015
308,2879,2015-04-18,hair spray,7.800000000000001,2015
309,4899,2015-12-03,chicken,25.92,2015
310,4326,2015-09-29,pork,2.79,2015
311,1670,2015-05-17,ice cream,9.5,2015
312,1117,2015-05-24,meat,20.0,2015
313,1346,2015-03-04,other vegetables,18.4,2015
314,1178,2015-11-15,bottled water,2.52,2015
315,1649,2015-06-25,tropical fruit,1.59,2015
316,4651,2015-06-21,photo/film,80.22,2015
317,4243,2015-02-04,sausage,13.41,2015
318,4429,2015-07-21,grapes,12.2,2015
319,4645,2015-07-25,domestic eggs,8.84,2015
320,4019,2015-07-24,rolls/buns,8.4,2015
321,4459,2015-04-26,tropical fruit,1.59,2015
322,3006,2015-12-27,chicken,30.240000000000002,2015
323,1834,2015-09-17,frankfurter,15.66,2015
324,3236,2015-04-07,berries,41.46,2015
325,1765,2015-11-03,margarine,2.26,2015
326,3855,2015-09-03,tropical fruit,7.95,2015
327,4392,2015-11-28,ham,19.040000000000003,2015
328,3330,2015-07-26,hamburger meat,29.400000000000002,2015
329,1723,2015-02-09,yogurt,13.799999999999999,2015
330,4110,2015-03-30,soda,4.2,2015
331,2600,2015-01-28,yogurt,11.5,2015
332,2946,2015-07-10,soda,4.2,2015
333,2426,2015-08-09,bottled water,6.3,2015
334,4170,2015-03-05,sausage,13.41,2015
335,1109,2015-06-04,citrus fruit,9.600000000000001,2015
336,3429,2015-04-01,shopping bags,47.6,2015
337,2055,2015-04-02,newspapers,4.0,2015
338,2480,2015-09-20,frankfurter,5.22,2015
339,2441,2015-05-30,sausage,26.82,2015
340,1054,2015-04-10,frankfurter,5.22,2015
341,4818,2015-11-01,salt,6.6000000000000005,2015
342,3379,2015-01-21,oil,16.5,2015
343,3939,2015-10-02,curd,2.1,2015
344,1367,2015-05-08,other vegetables,23.0,2015
345,1043,2015-10-01,citrus fruit,8.0,2015
346,2231,2015-10-17,frankfurter,31.32,2015
347,3235,2015-12-28,root vegetables,14.950000000000001,2015
348,4554,2015-07-16,tropical fruit,7.95,2015
349,3245,2015-01-24,beef,23.12,2015
350,2996,2015-05-19,berries,41.46,2015
351,2507,2015-05-01,canned beer,14.25,2015
352,4186,2015-10-25,whipped/sour cream,1.9,2015
353,3929,2015-04-28,root vegetables,2.99,2015
354,3760,2015-11-22,whole milk,21.6,2015
355,4928,2015-08-18,beef,34.68,2015
356,4217,2015-12-18,frozen vegetables,15.89,2015
357,1174,2015-11-02,rolls/buns,4.8,2015
358,4103,2015-06-19,whole milk,4.32,2015
359,4408,2015-03-13,whole milk,8.64,2015
360,2588,2015-12-28,citrus fruit,6.4,2015
361,2598,2015-11-11,pastry,23.73,2015
362,1518,2015-11-12,frankfurter,5.22,2015
363,2702,2015-08-04,tropical fruit,9.540000000000001,2015
364,1001,2015-01-20,frankfurter,10.44,2015
365,2270,2015-09-30,berries,34.55,2015
366,2838,2015-10-11,rolls/buns,1.2,2015
367,1683,2015-05-26,root vegetables,2.99,2015
368,4040,2015-03-04,yogurt,2.3,2015
369,3897,2015-08-23,other vegetables,32.199999999999996,2015
370,2200,2015-11-03,berries,20.73,2015
371,4073,2015-01-29,berries,41.46,2015
372,3700,2015-04-19,other vegetables,13.799999999999999,2015
373,3973,2015-10-06,rolls/buns,4.8,2015
374,2715,2015-06-07,ham,10.88,2015
375,3967,2015-11-23,whole milk,8.64,2015
376,4002,2015-03-09,tropical fruit,6.36,2015
377,2962,2015-01-03,bottled water,3.7800000000000002,2015
378,4340,2015-12-25,butter milk,4.88,2015
379,2092,2015-06-11,newspapers,3.0,2015
380,3143,2015-05-24,coffee,16.200000000000003,2015
381,2209,2015-03-10,bottled beer,60.0,2015
382,2816,2015-08-22,onions,2.51,2015
383,2659,2015-01-06,hamburger meat,4.9,2015
384,1588,2015-10-13,sausage,4.47,2015
385,1144,2015-10-15,hard cheese,35.400000000000006,2015
386,2166,2015-10-12,sausage,4.47,2015
387,3300,2015-06-10,hamburger meat,34.300000000000004,2015
388,3944,2015-03-01,onions,10.04,2015
389,4979,2015-04-24,coffee,10.8,2015
390,2630,2015-01-21,shopping bags,59.5,2015
391,4240,2015-04-29,yogurt,9.2,2015
392,2357,2015-08-07,soda,21.0,2015
393,1743,2015-04-18,sliced cheese,17.8,2015
394,2331,2015-02-15,sausage,31.29,2015
395,1643,2015-04-28,yogurt,16.099999999999998,2015
396,1291,2015-03-20,domestic eggs,8.84,2015
397,3675,2015-04-07,whole milk,17.28,2015
398,4134,2015-06-11,meat,40.0,2015
399,1363,2015-06-21,dish cleaner,11.5,2015
400,4212,2015-01-05,other vegetables,23.0,2015
401,1500,2015-03-21,whole milk,25.92,2015
402,2622,2015-01-10,other vegetables,32.199999999999996,2015
403,3543,2015-03-18,tropical fruit,7.95,2015
404,2525,2015-05-24,baking powder,47.339999999999996,2015
405,1264,2015-12-10,specialty bar,74.0,2015
406,3601,2015-06-07,ice cream,33.25,2015
407,1771,2015-03-23,frankfurter,15.66,2015
408,4694,2015-06-02,canned beer,11.4,2015
409,1122,2015-12-21,bottled water,7.5600000000000005,2015
410,3507,2015-12-08,other vegetables,27.599999999999998,2015
411,4524,2015-04-26,citrus fruit,11.200000000000001,2015
412,3612,2015-09-27,sausage,26.82,2015
413,3262,2015-11-06,domestic eggs,11.05,2015
414,1897,2015-01-25,pork,8.370000000000001,2015
415,1656,2015-10-30,specialty cheese,43.8,2015
416,3953,2015-10-01,pork,8.370000000000001,2015
417,1488,2015-06-21,beef,28.900000000000002,2015
418,1652,2015-03-17,other vegetables,9.2,2015
419,4953,2015-09-16,chicken,4.32,2015
420,3445,2015-04-30,soda,16.8,2015
421,3180,2015-03-15,whole milk,12.96,2015
422,4934,2015-06-09,rolls/buns,4.8,2015
423,2980,2015-04-27,bottled beer,10.0,2015
424,2763,2015-02-13,root vegetables,17.94,2015
425,4819,2015-04-03,pastry,23.73,2015
426,3169,2015-02-07,berries,41.46,2015
427,1850,2015-11-03,citrus fruit,6.4,2015
428,4285,2015-12-29,whole milk,17.28,2015
429,4366,2015-08-13,soda,21.0,2015
430,2253,2015-06-16,bottled water,2.52,2015
431,3398,2015-11-03,tropical fruit,9.540000000000001,2015
432,2215,2015-07-22,salty snack,18.0,2015
433,3737,2015-03-03,bottled water,5.04,2015
434,2649,2015-11-28,chocolate,20.36,2015
435,3203,2015-07-08,citrus fruit,8.0,2015
436,4261,2015-02-16,bottled water,7.5600000000000005,2015
437,2435,2015-07-17,onions,10.04,2015
438,2046,2015-08-21,dessert,10.219999999999999,2015
439,4267,2015-11-02,beef,40.46,2015
440,1086,2015-12-28,rolls/buns,3.5999999999999996,2015
441,1992,2015-04-01,beef,23.12,2015
442,3622,2015-07-26,soda,8.4,2015
443,4700,2015-06-27,coffee,18.900000000000002,2015
444,2272,2015-05-16,rolls/buns,4.8,2015
445,1663,2015-05-19,pork,2.79,2015
446,2519,2015-03-06,soda,25.200000000000003,2015
447,2639,2015-10-30,sausage,8.94,2015
448,1466,2015-04-19,beef,28.900000000000002,2015
449,4122,2015-10-23,whole milk,8.64,2015
450,3598,2015-04-15,pork,8.370000000000001,2015
451,3097,2015-10-08,berries,13.82,2015
452,1873,2015-09-19,sausage,22.349999999999998,2015
453,1537,2015-01-02,bottled water,3.7800000000000002,2015
454,3960,2015-03-25,tropical fruit,9.540000000000001,2015
455,1136,2015-06-15,herbs,18.0,2015
456,2453,2015-12-21,yogurt,9.2,2015
457,1746,2015-02-15,Instant food products,1.4,2015
458,3572,2015-09-06,specialty chocolate,9.0,2015
459,3246,2015-06-24,coffee,5.4,2015
460,3207,2015-11-26,bottled beer,40.0,2015
461,1042,2015-12-02,beef,23.12,2015
462,1176,2015-03-30,whole milk,25.92,2015
463,3054,2015-02-23,frankfurter,31.32,2015
464,4486,2015-02-12,frankfurter,26.099999999999998,2015
465,1580,2015-05-12,other vegetables,13.799999999999999,2015
466,1623,2015-02-11,frankfurter,31.32,2015
467,4169,2015-11-24,whole milk,21.6,2015
468,2254,2015-01-24,frankfurter,31.32,2015
469,4095,2015-01-11,other vegetables,23.0,2015
470,1264,2015-11-17,bottled water,8.82,2015
471,3375,2015-06-01,pork,2.79,2015
472,3242,2015-05-23,bottled water,7.5600000000000005,2015
473,2227,2015-07-06,other vegetables,18.4,2015
474,3847,2015-03-12,hamburger meat,29.400000000000002,2015
475,3897,2015-05-31,hamburger meat,34.300000000000004,2015
476,1799,2015-09-27,shopping bags,47.6,2015
477,2920,2015-04-26,whole milk,8.64,2015
478,3713,2015-01-31,ice cream,23.75,2015
479,4230,2015-05-11,pastry,3.39,2015
480,1455,2015-03-18,ham,10.88,2015
481,3687,2015-03-18,frankfurter,20.88,2015
482,3869,2015-01-08,sausage,17.88,2015
483,2988,2015-10-14,bottled beer,10.0,2015
484,4242,2015-03-30,bottled water,7.5600000000000005,2015
485,4118,2015-12-24,meat,20.0,2015
486,4996,2015-10-24,dessert,5.84,2015
487,4489,2015-04-03,other vegetables,13.799999999999999,2015
488,1199,2015-09-11,beverages,2.06,2015
489,4108,2015-12-05,ham,8.16,2015
490,3484,2015-05-06,specialty bar,74.0,2015
491,1239,2015-08-31,brown bread,3.2,2015
492,4839,2015-12-19,whole milk,17.28,2015
493,4748,2015-07-05,rolls/buns,6.0,2015
494,4426,2015-06-06,bottled beer,30.0,2015
495,3571,2015-11-12,pet care,50.0,2015
496,2852,2015-08-06,citrus fruit,4.800000000000001,2015
497,3638,2015-05-26,pork,8.370000000000001,2015
498,3635,2015-10-03,other vegetables,23.0,2015
499,2723,2015-07-05,white wine,28.0,2015
500,3495,2015-11-03,whole milk,8.64,2015
501,2813,2015-11-16,pip fruit,7.68,2015
502,2799,2015-02-09,sugar,6.4,2015
503,4723,2015-05-22,tropical fruit,4.7700000000000005,2015
504,3313,2015-08-04,root vegetables,11.96,2015
505,4748,2015-12-15,soda,25.200000000000003,2015
506,2991,2015-02-16,whole milk,17.28,2015
507,1483,2015-01-04,tropical fruit,9.540000000000001,2015
508,3950,2015-01-10,white bread,10.5,2015
509,1634,2015-01-16,brown bread,3.2,2015
510,2694,2015-11-21,tropical fruit,7.95,2015
511,2707,2015-10-18,domestic eggs,6.63,2015
512,2813,2015-07-16,coffee,16.200000000000003,2015
513,2276,2015-11-01,soda,8.4,2015
514,4726,2015-06-02,whole milk,17.28,2015
515,4353,2015-05-25,bottled beer,40.0,2015
516,4017,2015-08-13,pork,8.370000000000001,2015
517,1422,2015-08-21,other vegetables,9.2,2015
518,2714,2015-03-15,yogurt,9.2,2015
519,2769,2015-07-21,sparkling wine,111.6,2015
520,4166,2015-04-30,bottled water,2.52,2015
521,3614,2015-02-03,citrus fruit,6.4,2015
522,4361,2015-05-09,hamburger meat,34.300000000000004,2015
523,1922,2015-09-22,packaged fruit/vegetables,7.32,2015
524,4728,2015-06-09,other vegetables,27.599999999999998,2015
525,3646,2015-08-08,soda,12.600000000000001,2015
526,1155,2015-10-08,whole milk,17.28,2015
527,2119,2015-11-06,herbs,21.0,2015
528,1602,2015-08-29,citrus fruit,3.2,2015
529,1074,2015-06-24,misc. beverages,22.0,2015
530,2256,2015-11-04,female sanitary products,9.2,2015
531,1348,2015-09-17,soda,21.0,2015
532,3806,2015-08-28,tropical fruit,3.18,2015
533,1711,2015-06-06,soda,29.400000000000002,2015
534,3959,2015-12-04,white bread,4.5,2015
535,1590,2015-08-15,coffee,13.5,2015
536,1962,2015-08-06,tropical fruit,1.59,2015
537,1766,2015-01-21,pork,16.740000000000002,2015
538,2551,2015-10-21,citrus fruit,8.0,2015
539,2294,2015-09-23,frankfurter,5.22,2015
540,4531,2015-05-29,frankfurter,20.88,2015
541,2957,2015-12-04,frankfurter,26.099999999999998,2015
542,4415,2015-01-27,other vegetables,27.599999999999998,2015
543,1476,2015-08-26,yogurt,9.2,2015
544,3978,2015-07-23,sausage,22.349999999999998,2015
545,2062,2015-09-22,whole milk,12.96,2015
546,3252,2015-06-28,pip fruit,7.68,2015
547,3922,2015-06-24,whole milk,4.32,2015
548,1491,2015-10-17,root vegetables,11.96,2015
549,3526,2015-08-26,onions,17.57,2015
550,4060,2015-11-12,specialty chocolate,12.6,2015
551,1067,2015-08-04,hamburger meat,9.8,2015
552,2840,2015-01-27,photo/film,57.300000000000004,2015
553,4484,2015-11-27,rolls/buns,6.0,2015
554,2353,2015-07-02,canned beer,5.7,2015
555,3130,2015-02-18,canned beer,5.7,2015
